date,hour,day_of_week,weather,promotion,event,covers
2025-01-09,10,Thursday,Sunny,1,1,7
2025-01-09,11,Thursday,Sunny,1,1,6
2025-01-09,12,Thursday,Sunny,1,1,65
2025-01-09,13,Thursday,Sunny,1,1,72
2025-01-09,14,Thursday,Sunny,1,1,73
2025-01-09,15,Thursday,Sunny,1,1,11
2025-01-09,16,Thursday,Sunny,1,1,5
2025-01-09,17,Thursday,Sunny,1,1,14
2025-01-09,18,Thursday,Sunny,1,1,101
2025-01-09,19,Thursday,Sunny,1,1,99
2025-01-09,20,Thursday,Sunny,1,1,107
2025-01-09,21,Thursday,Sunny,1,1,105
2025-01-09,22,Thursday,Sunny,1,1,9
2025-01-09,23,Thursday,Sunny,1,1,9
2025-01-10,0,Friday,Cloudy,0,0,5
2025-01-10,1,Friday,Cloudy,0,0,1
2025-01-10,2,Friday,Cloudy,0,0,2
2025-01-10,3,Friday,Cloudy,0,0,1
2025-01-10,4,Friday,Cloudy,0,0,0
2025-01-10,5,Friday,Cloudy,0,0,5
2025-01-10,6,Friday,Cloudy,0,0,0
2025-01-10,7,Friday,Cloudy,0,0,9
2025-01-10,8,Friday,Cloudy,0,0,0
2025-01-10,9,Friday,Cloudy,0,0,6
2025-01-10,10,Friday,Cloudy,0,0,8
2025-01-10,11,Friday,Cloudy,0,0,0
2025-01-10,12,Friday,Cloudy,0,0,45
2025-01-10,13,Friday,Cloudy,0,0,39
2025-01-10,14,Friday,Cloudy,0,0,36
2025-01-10,15,Friday,Cloudy,0,0,2
2025-01-10,16,Friday,Cloudy,0,0,10
2025-01-10,17,Friday,Cloudy,0,0,5
2025-01-10,18,Friday,Cloudy,0,0,55
2025-01-10,19,Friday,Cloudy,0,0,64
2025-01-10,20,Friday,Cloudy,0,0,61
2025-01-10,21,Friday,Cloudy,0,0,58
2025-01-10,22,Friday,Cloudy,0,0,7
2025-01-10,23,Friday,Cloudy,0,0,10
2025-01-11,0,Saturday,Sunny,0,0,32
2025-01-11,1,Saturday,Sunny,0,0,31
2025-01-11,2,Saturday,Sunny,0,0,29
2025-01-11,3,Saturday,Sunny,0,0,26
2025-01-11,4,Saturday,Sunny,0,0,31
2025-01-11,5,Saturday,Sunny,0,0,24
2025-01-11,6,Saturday,Sunny,0,0,27
2025-01-11,7,Saturday,Sunny,0,0,26
2025-01-11,8,Saturday,Sunny,0,0,31
2025-01-11,9,Saturday,Sunny,0,0,32
2025-01-11,10,Saturday,Sunny,0,0,26
2025-01-11,11,Saturday,Sunny,0,0,29
2025-01-11,12,Saturday,Sunny,0,0,66
2025-01-11,13,Saturday,Sunny,0,0,69
2025-01-11,14,Saturday,Sunny,0,0,68
2025-01-11,15,Saturday,Sunny,0,0,32
2025-01-11,16,Saturday,Sunny,0,0,25
2025-01-11,17,Saturday,Sunny,0,0,32
2025-01-11,18,Saturday,Sunny,0,0,90
2025-01-11,19,Saturday,Sunny,0,0,90
2025-01-11,20,Saturday,Sunny,0,0,88
2025-01-11,21,Saturday,Sunny,0,0,86
2025-01-11,22,Saturday,Sunny,0,0,26
2025-01-11,23,Saturday,Sunny,0,0,30
2025-01-12,0,Sunday,Cloudy,0,0,24
2025-01-12,1,Sunday,Cloudy,0,0,25
2025-01-12,2,Sunday,Cloudy,0,0,23
2025-01-12,3,Sunday,Cloudy,0,0,24
2025-01-12,4,Sunday,Cloudy,0,0,21
2025-01-12,5,Sunday,Cloudy,0,0,21
2025-01-12,6,Sunday,Cloudy,0,0,29
2025-01-12,7,Sunday,Cloudy,0,0,30
2025-01-12,8,Sunday,Cloudy,0,0,22
2025-01-12,9,Sunday,Cloudy,0,0,27
2025-01-12,10,Sunday,Cloudy,0,0,20
2025-01-12,11,Sunday,Cloudy,0,0,24
2025-01-12,12,Sunday,Cloudy,0,0,65
2025-01-12,13,Sunday,Cloudy,0,0,61
2025-01-12,14,Sunday,Cloudy,0,0,60
2025-01-12,15,Sunday,Cloudy,0,0,27
2025-01-12,16,Sunday,Cloudy,0,0,28
2025-01-12,17,Sunday,Cloudy,0,0,30
2025-01-12,18,Sunday,Cloudy,0,0,78
2025-01-12,19,Sunday,Cloudy,0,0,80
2025-01-12,20,Sunday,Cloudy,0,0,83
2025-01-12,21,Sunday,Cloudy,0,0,79
2025-01-12,22,Sunday,Cloudy,0,0,29
2025-01-12,23,Sunday,Cloudy,0,0,21
2025-01-13,0,Monday,Sunny,1,1,14
2025-01-13,1,Monday,Sunny,1,1,4
2025-01-13,2,Monday,Sunny,1,1,7
2025-01-13,3,Monday,Sunny,1,1,6
2025-01-13,4,Monday,Sunny,1,1,11
2025-01-13,5,Monday,Sunny,1,1,7
2025-01-13,6,Monday,Sunny,1,1,14
2025-01-13,7,Monday,Sunny,1,1,13
2025-01-13,8,Monday,Sunny,1,1,4
2025-01-13,9,Monday,Sunny,1,1,9
2025-01-13,10,Monday,Sunny,1,1,4
2025-01-13,11,Monday,Sunny,1,1,6
2025-01-13,12,Monday,Sunny,1,1,71
2025-01-13,13,Monday,Sunny,1,1,71
2025-01-13,14,Monday,Sunny,1,1,70
2025-01-13,15,Monday,Sunny,1,1,13
2025-01-13,16,Monday,Sunny,1,1,11
2025-01-13,17,Monday,Sunny,1,1,8
2025-01-13,18,Monday,Sunny,1,1,101
2025-01-13,19,Monday,Sunny,1,1,103
2025-01-13,20,Monday,Sunny,1,1,108
2025-01-13,21,Monday,Sunny,1,1,107
2025-01-13,22,Monday,Sunny,1,1,14
2025-01-13,23,Monday,Sunny,1,1,12
2025-01-14,0,Tuesday,Sunny,1,0,8
2025-01-14,1,Tuesday,Sunny,1,0,9
2025-01-14,2,Tuesday,Sunny,1,0,3
2025-01-14,3,Tuesday,Sunny,1,0,11
2025-01-14,4,Tuesday,Sunny,1,0,8
2025-01-14,5,Tuesday,Sunny,1,0,7
2025-01-14,6,Tuesday,Sunny,1,0,3
2025-01-14,7,Tuesday,Sunny,1,0,2
2025-01-14,8,Tuesday,Sunny,1,0,3
2025-01-14,9,Tuesday,Sunny,1,0,4
2025-01-14,10,Tuesday,Sunny,1,0,6
2025-01-14,11,Tuesday,Sunny,1,0,8
2025-01-14,12,Tuesday,Sunny,1,0,58
2025-01-14,13,Tuesday,Sunny,1,0,51
2025-01-14,14,Tuesday,Sunny,1,0,53
2025-01-14,15,Tuesday,Sunny,1,0,7
2025-01-14,16,Tuesday,Sunny,1,0,7
2025-01-14,17,Tuesday,Sunny,1,0,2
2025-01-14,18,Tuesday,Sunny,1,0,79
2025-01-14,19,Tuesday,Sunny,1,0,77
2025-01-14,20,Tuesday,Sunny,1,0,82
2025-01-14,21,Tuesday,Sunny,1,0,78
2025-01-14,22,Tuesday,Sunny,1,0,7
2025-01-14,23,Tuesday,Sunny,1,0,4
2025-01-15,0,Wednesday,Rain,1,0,0
2025-01-15,1,Wednesday,Rain,1,0,0
2025-01-15,2,Wednesday,Rain,1,0,9
2025-01-15,3,Wednesday,Rain,1,0,8
2025-01-15,4,Wednesday,Rain,1,0,6
2025-01-15,5,Wednesday,Rain,1,0,7
2025-01-15,6,Wednesday,Rain,1,0,6
2025-01-15,7,Wednesday,Rain,1,0,0
2025-01-15,8,Wednesday,Rain,1,0,0
2025-01-15,9,Wednesday,Rain,1,0,3
2025-01-15,10,Wednesday,Rain,1,0,10
2025-01-15,11,Wednesday,Rain,1,0,8
2025-01-15,12,Wednesday,Rain,1,0,41
2025-01-15,13,Wednesday,Rain,1,0,38
2025-01-15,14,Wednesday,Rain,1,0,34
2025-01-15,15,Wednesday,Rain,1,0,7
2025-01-15,16,Wednesday,Rain,1,0,9
2025-01-15,17,Wednesday,Rain,1,0,5
2025-01-15,18,Wednesday,Rain,1,0,60
2025-01-15,19,Wednesday,Rain,1,0,63
2025-01-15,20,Wednesday,Rain,1,0,58
2025-01-15,21,Wednesday,Rain,1,0,54
2025-01-15,22,Wednesday,Rain,1,0,7
2025-01-15,23,Wednesday,Rain,1,0,6
2025-01-16,0,Thursday,Cloudy,0,0,1
2025-01-16,1,Thursday,Cloudy,0,0,2
2025-01-16,2,Thursday,Cloudy,0,0,1
2025-01-16,3,Thursday,Cloudy,0,0,7
2025-01-16,4,Thursday,Cloudy,0,0,4
2025-01-16,5,Thursday,Cloudy,0,0,8
2025-01-16,6,Thursday,Cloudy,0,0,3
2025-01-16,7,Thursday,Cloudy,0,0,6
2025-01-16,8,Thursday,Cloudy,0,0,3
2025-01-16,9,Thursday,Cloudy,0,0,8
2025-01-16,10,Thursday,Cloudy,0,0,7
2025-01-16,11,Thursday,Cloudy,0,0,0
2025-01-16,12,Thursday,Cloudy,0,0,40
2025-01-16,13,Thursday,Cloudy,0,0,39
2025-01-16,14,Thursday,Cloudy,0,0,43
2025-01-16,15,Thursday,Cloudy,0,0,4
2025-01-16,16,Thursday,Cloudy,0,0,2
2025-01-16,17,Thursday,Cloudy,0,0,9
2025-01-16,18,Thursday,Cloudy,0,0,65
2025-01-16,19,Thursday,Cloudy,0,0,58
2025-01-16,20,Thursday,Cloudy,0,0,64
2025-01-16,21,Thursday,Cloudy,0,0,65
2025-01-16,22,Thursday,Cloudy,0,0,7
2025-01-16,23,Thursday,Cloudy,0,0,9
2025-01-17,0,Friday,Cloudy,0,0,2
2025-01-17,1,Friday,Cloudy,0,0,4
2025-01-17,2,Friday,Cloudy,0,0,0
2025-01-17,3,Friday,Cloudy,0,0,4
2025-01-17,4,Friday,Cloudy,0,0,4
2025-01-17,5,Friday,Cloudy,0,0,9
2025-01-17,6,Friday,Cloudy,0,0,4
2025-01-17,7,Friday,Cloudy,0,0,8
2025-01-17,8,Friday,Cloudy,0,0,3
2025-01-17,9,Friday,Cloudy,0,0,2
2025-01-17,10,Friday,Cloudy,0,0,5
2025-01-17,11,Friday,Cloudy,0,0,4
2025-01-17,12,Friday,Cloudy,0,0,45
2025-01-17,13,Friday,Cloudy,0,0,39
2025-01-17,14,Friday,Cloudy,0,0,36
2025-01-17,15,Friday,Cloudy,0,0,6
2025-01-17,16,Friday,Cloudy,0,0,5
2025-01-17,17,Friday,Cloudy,0,0,0
2025-01-17,18,Friday,Cloudy,0,0,64
2025-01-17,19,Friday,Cloudy,0,0,55
2025-01-17,20,Friday,Cloudy,0,0,65
2025-01-17,21,Friday,Cloudy,0,0,60
2025-01-17,22,Friday,Cloudy,0,0,3
2025-01-17,23,Friday,Cloudy,0,0,4
2025-01-18,0,Saturday,Rain,1,0,28
2025-01-18,1,Saturday,Rain,1,0,21
2025-01-18,2,Saturday,Rain,1,0,28
2025-01-18,3,Saturday,Rain,1,0,26
2025-01-18,4,Saturday,Rain,1,0,29
2025-01-18,5,Saturday,Rain,1,0,19
2025-01-18,6,Saturday,Rain,1,0,21
2025-01-18,7,Saturday,Rain,1,0,23
2025-01-18,8,Saturday,Rain,1,0,22
2025-01-18,9,Saturday,Rain,1,0,20
2025-01-18,10,Saturday,Rain,1,0,27
2025-01-18,11,Saturday,Rain,1,0,25
2025-01-18,12,Saturday,Rain,1,0,58
2025-01-18,13,Saturday,Rain,1,0,55
2025-01-18,14,Saturday,Rain,1,0,56
2025-01-18,15,Saturday,Rain,1,0,22
2025-01-18,16,Saturday,Rain,1,0,27
2025-01-18,17,Saturday,Rain,1,0,21
2025-01-18,18,Saturday,Rain,1,0,72
2025-01-18,19,Saturday,Rain,1,0,82
2025-01-18,20,Saturday,Rain,1,0,76
2025-01-18,21,Saturday,Rain,1,0,82
2025-01-18,22,Saturday,Rain,1,0,26
2025-01-18,23,Saturday,Rain,1,0,28
2025-01-19,0,Sunday,Rain,0,0,19
2025-01-19,1,Sunday,Rain,0,0,18
2025-01-19,2,Sunday,Rain,0,0,22
2025-01-19,3,Sunday,Rain,0,0,17
2025-01-19,4,Sunday,Rain,0,0,17
2025-01-19,5,Sunday,Rain,0,0,15
2025-01-19,6,Sunday,Rain,0,0,15
2025-01-19,7,Sunday,Rain,0,0,15
2025-01-19,8,Sunday,Rain,0,0,21
2025-01-19,9,Sunday,Rain,0,0,15
2025-01-19,10,Sunday,Rain,0,0,16
2025-01-19,11,Sunday,Rain,0,0,19
2025-01-19,12,Sunday,Rain,0,0,45
2025-01-19,13,Sunday,Rain,0,0,48
2025-01-19,14,Sunday,Rain,0,0,49
2025-01-19,15,Sunday,Rain,0,0,15
2025-01-19,16,Sunday,Rain,0,0,22
2025-01-19,17,Sunday,Rain,0,0,19
2025-01-19,18,Sunday,Rain,0,0,66
2025-01-19,19,Sunday,Rain,0,0,66
2025-01-19,20,Sunday,Rain,0,0,65
2025-01-19,21,Sunday,Rain,0,0,69
2025-01-19,22,Sunday,Rain,0,0,16
2025-01-19,23,Sunday,Rain,0,0,18
2025-01-20,0,Monday,Rain,0,0,0
2025-01-20,1,Monday,Rain,0,0,2
2025-01-20,2,Monday,Rain,0,0,0
2025-01-20,3,Monday,Rain,0,0,2
2025-01-20,4,Monday,Rain,0,0,0
2025-01-20,5,Monday,Rain,0,0,2
2025-01-20,6,Monday,Rain,0,0,2
2025-01-20,7,Monday,Rain,0,0,0
2025-01-20,8,Monday,Rain,0,0,8
2025-01-20,9,Monday,Rain,0,0,8
2025-01-20,10,Monday,Rain,0,0,8
2025-01-20,11,Monday,Rain,0,0,6
2025-01-20,12,Monday,Rain,0,0,32
2025-01-20,13,Monday,Rain,0,0,36
2025-01-20,14,Monday,Rain,0,0,28
2025-01-20,15,Monday,Rain,0,0,8
2025-01-20,16,Monday,Rain,0,0,0
2025-01-20,17,Monday,Rain,0,0,0
2025-01-20,18,Monday,Rain,0,0,47
2025-01-20,19,Monday,Rain,0,0,44
2025-01-20,20,Monday,Rain,0,0,50
2025-01-20,21,Monday,Rain,0,0,46
2025-01-20,22,Monday,Rain,0,0,7
2025-01-20,23,Monday,Rain,0,0,0
2025-01-21,0,Tuesday,Sunny,1,0,8
2025-01-21,1,Tuesday,Sunny,1,0,7
2025-01-21,2,Tuesday,Sunny,1,0,10
2025-01-21,3,Tuesday,Sunny,1,0,10
2025-01-21,4,Tuesday,Sunny,1,0,8
2025-01-21,5,Tuesday,Sunny,1,0,12
2025-01-21,6,Tuesday,Sunny,1,0,2
2025-01-21,7,Tuesday,Sunny,1,0,4
2025-01-21,8,Tuesday,Sunny,1,0,9
2025-01-21,9,Tuesday,Sunny,1,0,5
2025-01-21,10,Tuesday,Sunny,1,0,6
2025-01-21,11,Tuesday,Sunny,1,0,3
2025-01-21,12,Tuesday,Sunny,1,0,55
2025-01-21,13,Tuesday,Sunny,1,0,48
2025-01-21,14,Tuesday,Sunny,1,0,57
2025-01-21,15,Tuesday,Sunny,1,0,8
2025-01-21,16,Tuesday,Sunny,1,0,3
2025-01-21,17,Tuesday,Sunny,1,0,5
2025-01-21,18,Tuesday,Sunny,1,0,82
2025-01-21,19,Tuesday,Sunny,1,0,81
2025-01-21,20,Tuesday,Sunny,1,0,76
2025-01-21,21,Tuesday,Sunny,1,0,84
2025-01-21,22,Tuesday,Sunny,1,0,9
2025-01-21,23,Tuesday,Sunny,1,0,12
2025-01-22,0,Wednesday,Sunny,0,0,4
2025-01-22,1,Wednesday,Sunny,0,0,6
2025-01-22,2,Wednesday,Sunny,0,0,4
2025-01-22,3,Wednesday,Sunny,0,0,6
2025-01-22,4,Wednesday,Sunny,0,0,4
2025-01-22,5,Wednesday,Sunny,0,0,4
2025-01-22,6,Wednesday,Sunny,0,0,2
2025-01-22,7,Wednesday,Sunny,0,0,8
2025-01-22,8,Wednesday,Sunny,0,0,4
2025-01-22,9,Wednesday,Sunny,0,0,2
2025-01-22,10,Wednesday,Sunny,0,0,0
2025-01-22,11,Wednesday,Sunny,0,0,8
2025-01-22,12,Wednesday,Sunny,0,0,43
2025-01-22,13,Wednesday,Sunny,0,0,46
2025-01-22,14,Wednesday,Sunny,0,0,41
2025-01-22,15,Wednesday,Sunny,0,0,0
2025-01-22,16,Wednesday,Sunny,0,0,6
2025-01-22,17,Wednesday,Sunny,0,0,8
2025-01-22,18,Wednesday,Sunny,0,0,70
2025-01-22,19,Wednesday,Sunny,0,0,63
2025-01-22,20,Wednesday,Sunny,0,0,71
2025-01-22,21,Wednesday,Sunny,0,0,61
2025-01-22,22,Wednesday,Sunny,0,0,6
2025-01-22,23,Wednesday,Sunny,0,0,4
2025-01-23,0,Thursday,Cloudy,0,0,5
2025-01-23,1,Thursday,Cloudy,0,0,9
2025-01-23,2,Thursday,Cloudy,0,0,8
2025-01-23,3,Thursday,Cloudy,0,0,5
2025-01-23,4,Thursday,Cloudy,0,0,1
2025-01-23,5,Thursday,Cloudy,0,0,10
2025-01-23,6,Thursday,Cloudy,0,0,2
2025-01-23,7,Thursday,Cloudy,0,0,2
2025-01-23,8,Thursday,Cloudy,0,0,9
2025-01-23,9,Thursday,Cloudy,0,0,5
2025-01-23,10,Thursday,Cloudy,0,0,10
2025-01-23,11,Thursday,Cloudy,0,0,2
2025-01-23,12,Thursday,Cloudy,0,0,35
2025-01-23,13,Thursday,Cloudy,0,0,39
2025-01-23,14,Thursday,Cloudy,0,0,41
2025-01-23,15,Thursday,Cloudy,0,0,3
2025-01-23,16,Thursday,Cloudy,0,0,7
2025-01-23,17,Thursday,Cloudy,0,0,5
2025-01-23,18,Thursday,Cloudy,0,0,65
2025-01-23,19,Thursday,Cloudy,0,0,55
2025-01-23,20,Thursday,Cloudy,0,0,63
2025-01-23,21,Thursday,Cloudy,0,0,59
2025-01-23,22,Thursday,Cloudy,0,0,5
2025-01-23,23,Thursday,Cloudy,0,0,9
2025-01-24,0,Friday,Cloudy,0,0,7
2025-01-24,1,Friday,Cloudy,0,0,2
2025-01-24,2,Friday,Cloudy,0,0,1
